#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2021,4,5,8,0,298,7.8,10,99,99,99,999,1016.6,14,15.3,11.8,99,99
2021,4,5,8,10,300,8,10.3,99,99,99,999,1016.4,14,15.3,11.8,99,99
2021,4,5,8,20,295,8.1,9.6,99,99,99,999,1016.3,13.9,15.3,11.7,99,99
2021,4,5,8,30,298,8.1,10.1,99,99,99,999,1016.1,13.9,15.3,11.5,99,99
2021,4,5,8,40,296,7.1,8.7,1.77,16,6.15,237,1016,13.9,15.3,11.7,99,99
2021,4,5,8,50,290,6.6,8.6,99,99,99,999,1015.8,13.9,15.3,11.7,99,99
2021,4,5,9,0,289,7.2,8.9,99,99,99,999,1015.7,13.8,15.3,11.8,99,99
2021,4,5,9,10,289,6.9,8.5,99,99,99,999,1015.4,13.8,15.3,11.8,99,99
2021,4,5,9,20,290,7,8.8,99,99,99,999,1015.4,13.7,15.3,11.8,99,99
2021,4,5,9,30,288,7.4,8.9,99,99,99,999,1015.4,13.7,15.3,11.8,99,99
2021,4,5,9,40,292,7.3,9.2,1.68,7.14,6.01,290,1015.2,13.6,15.3,11.7,99,99
2021,4,5,9,50,289,7.1,8.5,99,99,99,999,1015.2,13.6,15.3,11.6,99,99
2021,4,5,10,0,290,7,8.6,99,99,99,999,1015,13.6,15.3,11.6,99,99
2021,4,5,10,10,291,6.5,7.9,99,99,99,999,1015,13.6,15.3,11.5,99,99
2021,4,5,10,20,288,6.9,8.7,99,99,99,999,1014.8,13.6,15.3,11.5,99,99
2021,4,5,10,30,289,6.9,8.4,99,99,99,999,1014.7,13.6,15.3,11.5,99,99
2021,4,5,10,40,288,7.1,8.6,1.77,16,6.25,185,1014.8,13.6,15.3,11.5,99,99
2021,4,5,10,50,287,7.2,9,99,99,99,999,1014.8,13.6,15.3,11.5,99,99
2021,4,5,11,0,285,7.4,9.3,99,99,99,999,1014.7,13.6,15.3,11.5,99,99
2021,4,5,11,10,290,6.9,8.7,99,99,99,999,1014.9,13.7,15.2,11.6,99,99
2021,4,5,11,20,289,7.2,9.1,99,99,99,999,1014.9,13.7,15.2,11.6,99,99
2021,4,5,11,30,287,7.3,9,99,99,99,999,1014.7,13.6,15.2,11.4,99,99
2021,4,5,11,40,288,7.3,9.1,1.78,16,6.23,200,1014.8,13.6,15.2,11.5,99,99
2021,4,5,11,50,292,7.4,9,99,99,99,999,1014.9,13.6,15.2,11.5,99,99
2021,4,5,12,0,295,6.9,9,99,99,99,999,1014.7,13.5,15.2,11.4,99,99
2021,4,5,12,10,294,7.1,9.2,99,99,99,999,1014.7,13.5,15.2,11.4,99,99
2021,4,5,12,20,295,7.1,9,99,99,99,999,1014.7,13.5,15.2,11.4,99,99
2021,4,5,12,30,293,7.2,9.1,99,99,99,999,1014.7,13.5,15.2,11.4,99,99
2021,4,5,12,40,291,8.2,10,1.7,16,5.89,211,1014.7,13.5,15.2,11.4,99,99
2021,4,5,12,50,292,8.2,10.2,99,99,99,999,1014.9,13.5,15.2,11.4,99,99
2021,4,5,13,0,293,8.1,9.8,99,99,99,999,1015,13.5,15.2,11.4,99,99
2021,4,5,13,10,294,8,10,99,99,99,999,1015,13.4,15.2,11.4,99,99
2021,4,5,13,20,301,7.1,9,99,99,99,999,1015,13.4,15.2,11.3,99,99
2021,4,5,13,30,296,7.2,9.3,99,99,99,999,1015.1,13.4,15.1,11.3,99,99
2021,4,5,13,40,295,7.7,9.7,1.8,7.69,6.19,294,1015.3,13.4,15.1,11.2,99,99
2021,4,5,13,50,294,7.9,9.7,99,99,99,999,1015.3,13.4,15.1,11.1,99,99
2021,4,5,14,0,293,7.9,10,99,99,99,999,1015.4,13.4,15.1,11.3,99,99
2021,4,5,14,10,298,8.3,10.1,99,99,99,999,1015.4,13.3,15.1,11.1,99,99
2021,4,5,14,20,299,8,9.7,99,99,99,999,1015.5,13.4,15.1,11.3,99,99
2021,4,5,14,30,293,8.1,9.6,99,99,99,999,1015.5,13.3,15.1,11.2,99,99
2021,4,5,14,40,300,8.1,9.7,1.97,7.69,6.05,292,1015.5,13.2,15.1,11.1,99,99
2021,4,5,14,50,297,7.8,9.6,99,99,99,999,1015.5,13.2,15.1,11,99,99
2021,4,5,15,0,300,7.9,9.4,99,99,99,999,1015.6,13.2,15.1,11.1,99,99
2021,4,5,15,10,295,8.3,10.1,99,99,99,999,1015.9,13.2,15.1,11.1,99,99
2021,4,5,15,20,294,8.5,10.3,99,99,99,999,1015.9,13.2,15.1,11.1,99,99
2021,4,5,15,30,297,8.3,9.8,99,99,99,999,1016,13.1,15.1,10.9,99,99
2021,4,5,15,40,297,8.1,9.7,2.06,7.69,6,295,1016,13.1,15.1,10.9,99,99
2021,4,5,15,50,296,7.9,9.8,99,99,99,999,1016,13.1,15.1,10.8,99,99
2021,4,5,16,0,295,7.5,9.5,99,99,99,999,1015.9,13.2,15.1,10.9,99,99
2021,4,5,16,10,286,7.5,9.4,99,99,99,999,1015.8,13.3,15.1,11.1,99,99
2021,4,5,16,20,285,8.6,10.6,99,99,99,999,1015.6,13.5,15.1,11.4,99,99
2021,4,5,16,30,307,9,10.8,99,99,99,999,1015.8,13.7,15.1,11.5,99,99
2021,4,5,16,40,317,7.7,9.9,1.98,7.69,6.05,288,1016,13.8,15.1,11.4,99,99
2021,4,5,16,50,306,7.2,8.9,99,99,99,999,1016.2,13.6,15.1,11.3,99,99
2021,4,5,17,0,303,6.9,8.9,99,99,99,999,1016.3,13.4,15.1,11.1,99,99
2021,4,5,17,10,300,6.6,8.1,99,99,99,999,1016.2,13.4,15.1,11.2,99,99
2021,4,5,17,20,299,6.7,8.5,99,99,99,999,1016.2,13.3,15.1,11,99,99
2021,4,5,17,30,297,6.6,8.5,99,99,99,999,1016.3,13.3,15.1,10.9,99,99
2021,4,5,17,40,294,6.8,8.1,2.03,7.69,6.11,293,1016.2,13.3,15.1,10.9,99,99
2021,4,5,17,50,292,6.6,8.1,99,99,99,999,1016.1,13.4,15.2,11.1,99,99
2021,4,5,18,0,294,6.9,8.8,99,99,99,999,1016,13.4,15.2,11,99,99
2021,4,5,18,10,293,6.7,8.4,99,99,99,999,1015.9,13.4,15.2,11,99,99
2021,4,5,18,20,290,6.5,8.1,99,99,99,999,1015.7,13.4,15.2,11,99,99
2021,4,5,18,30,287,6.3,8.1,99,99,99,999,1015.7,13.4,15.2,11,99,99
2021,4,5,18,40,290,6.4,7.9,1.89,7.14,5.99,295,1015.6,13.3,15.2,10.8,99,99
2021,4,5,18,50,288,6.7,8.3,99,99,99,999,1015.6,13.3,15.2,10.7,99,99
2021,4,5,19,0,284,7.4,9.3,99,99,99,999,1015.8,13.4,15.2,10.9,99,99
2021,4,5,19,10,284,7.9,10,99,99,99,999,1015.6,13.4,15.2,10.9,99,99
2021,4,5,19,20,289,7.6,10,99,99,99,999,1015.4,13.4,15.2,10.9,99,99
2021,4,5,19,30,290,7.1,9,99,99,99,999,1015.3,13.4,15.2,10.9,99,99
2021,4,5,19,40,290,7.7,9.8,1.87,7.14,6.07,290,1015.3,13.3,15.2,10.8,99,99
2021,4,5,19,50,288,7.5,9.2,99,99,99,999,1015.2,13.4,15.2,11,99,99
2021,4,5,20,0,286,7.4,9,99,99,99,999,1015,13.4,15.2,11,99,99
2021,4,5,20,10,283,7.8,9.8,99,99,99,999,1015,13.4,15.2,11,99,99
2021,4,5,20,20,284,7.7,9.5,99,99,99,999,1014.9,13.4,15.2,10.9,99,99
2021,4,5,20,30,286,8.5,10.2,99,99,99,999,1014.8,13.5,15.2,11,99,99
2021,4,5,20,40,288,8.6,10.2,1.9,7.14,6.02,291,1014.7,13.6,15.2,11.1,99,99
2021,4,5,20,50,290,8.5,10.3,99,99,99,999,1014.6,13.6,15.2,11.1,99,99
2021,4,5,21,0,288,8.4,9.8,99,99,99,999,1014.7,13.6,15.2,11.1,99,99
2021,4,5,21,10,290,8.4,10.1,99,99,99,999,1014.6,13.6,15.2,11,99,99
2021,4,5,21,20,288,8.7,10.4,99,99,99,999,1014.2,13.6,15.3,11.1,99,99
2021,4,5,21,30,290,8.8,10.5,99,99,99,999,1014.2,13.6,15.3,11,99,99
2021,4,5,21,40,288,8.8,10.8,1.93,7.69,6.02,287,1013.9,13.6,15.2,11,99,99
2021,4,5,21,50,290,8.8,11,99,99,99,999,1013.9,13.6,15.3,10.9,99,99
2021,4,5,22,0,288,8.9,11,99,99,99,999,1013.8,13.7,15.3,11,99,99
2021,4,5,22,10,288,9.1,10.8,99,99,99,999,1013.5,13.7,15.2,11.1,99,99
2021,4,5,22,20,290,8.6,10.4,99,99,99,999,1013.4,13.7,15.2,11.1,99,99
2021,4,5,22,30,287,9.3,11.5,99,99,99,999,1013.1,13.7,15.2,11.1,99,99
2021,4,5,22,40,287,9.3,11.5,1.91,8.33,5.89,290,1013.2,13.7,15.2,11.1,99,99
2021,4,5,22,50,287,9.3,11.7,99,99,99,999,1013.2,13.7,15.2,11,99,99
2021,4,5,23,0,286,9.6,11.2,99,99,99,999,1013.2,13.7,15.2,10.9,99,99
2021,4,5,23,10,286,9.6,11.8,99,99,99,999,1013.1,13.7,15.2,10.9,99,99
2021,4,5,23,20,289,9.3,11.2,99,99,99,999,1013.1,13.7,15.2,11,99,99
2021,4,5,23,30,289,8.9,11,99,99,99,999,1012.9,13.7,15.2,11.1,99,99
2021,4,5,23,40,288,8.8,11.6,1.9,7.14,5.89,291,1012.8,13.7,15.2,11.2,99,99
2021,4,5,23,50,296,9.4,11.6,99,99,99,999,1012.9,13.7,15.2,11,99,99
2021,4,6,0,0,299,9.2,11.6,99,99,99,999,1012.7,13.8,15.2,11.1,99,99
2021,4,6,0,10,304,9.1,11.4,99,99,99,999,1012.5,13.8,15.2,11.1,99,99
2021,4,6,0,20,304,8.3,10.8,99,99,99,999,1012.6,13.8,15.2,11.3,99,99
2021,4,6,0,30,306,8.5,10.8,99,99,99,999,1012.7,13.8,15.2,11.1,99,99
2021,4,6,0,40,302,8.2,10,1.97,8.33,5.8,291,1012.6,13.8,15.2,10.9,99,99
2021,4,6,0,50,303,8.1,9.8,99,99,99,999,1012.6,13.8,15.2,10.9,99,99
2021,4,6,1,0,300,8.2,10.2,99,99,99,999,1012.6,13.8,15.2,10.8,99,99
2021,4,6,1,10,296,8,10.6,99,99,99,999,1012.6,13.9,15.2,11,99,99
2021,4,6,1,20,299,8.2,10.1,99,99,99,999,1012.7,13.9,15.2,10.9,99,99
2021,4,6,1,30,300,7.9,9.8,99,99,99,999,1012.6,13.9,15.2,11.1,99,99
2021,4,6,1,40,302,7.9,9.7,1.91,7.69,5.87,297,1012.6,13.8,15.2,10.9,99,99
2021,4,6,1,50,300,8.3,10.6,99,99,99,999,1012.8,13.8,15.2,10.9,99,99
2021,4,6,2,0,295,7.8,9.7,99,99,99,999,1012.8,13.8,15.1,11,99,99
2021,4,6,2,10,295,7.9,10.1,99,99,99,999,1012.8,13.9,15.1,11.1,99,99
2021,4,6,2,20,295,8.4,11.2,99,99,99,999,1012.9,13.8,15.1,11,99,99
2021,4,6,2,30,292,7.4,9.2,99,99,99,999,1012.8,13.7,15.1,11.2,99,99
2021,4,6,2,40,297,7.2,9.6,1.99,7.69,6.09,299,1013,13.7,15.1,11.2,99,99
2021,4,6,2,50,292,7.8,10,99,99,99,999,1013.1,13.7,15.1,11.2,99,99
2021,4,6,3,0,292,8.3,10.2,99,99,99,999,1013.1,13.7,15.1,11.2,99,99
2021,4,6,3,10,292,8.3,10.7,99,99,99,999,1013.1,13.6,15.1,11.1,99,99
2021,4,6,3,20,293,7.5,9.8,99,99,99,999,1013.2,13.7,15.1,11.3,99,99
2021,4,6,3,30,297,7.7,9.4,99,99,99,999,1013.4,13.7,15.1,11.2,99,99
2021,4,6,3,40,298,8.1,9.7,1.94,7.69,5.91,299,1013.5,13.7,15.1,11.1,99,99
2021,4,6,3,50,296,7.5,9.4,99,99,99,999,1013.7,13.7,15.1,11.1,99,99
2021,4,6,4,0,296,6.9,8.9,99,99,99,999,1013.6,13.7,15.1,11.2,99,99
2021,4,6,4,10,292,7.3,9.2,99,99,99,999,1014,13.6,15.1,11,99,99
2021,4,6,4,20,290,7.5,9.4,99,99,99,999,1014.1,13.6,15.1,11.1,99,99
2021,4,6,4,30,294,6.8,8.7,99,99,99,999,1014,13.7,15.1,11.3,99,99
2021,4,6,4,40,287,7.5,9.5,2.13,7.69,6.09,299,1014,13.6,15.1,11.3,99,99
2021,4,6,4,50,287,8.5,10.2,99,99,99,999,1013.9,13.7,15.1,11.3,99,99
2021,4,6,5,0,290,8.1,10,99,99,99,999,1014,13.7,15.1,11.3,99,99
2021,4,6,5,10,295,8.3,10.6,99,99,99,999,1014,13.8,15.1,11.4,99,99
2021,4,6,5,20,299,9.6,11.6,99,99,99,999,1014,13.9,15.1,11.3,99,99
2021,4,6,5,30,302,9.3,11.2,99,99,99,999,1014,13.9,15.1,11.3,99,99
2021,4,6,5,40,301,9.6,11.7,2.15,7.69,5.97,302,1014.1,13.8,15.1,11.2,99,99
2021,4,6,5,50,306,9.3,11.1,99,99,99,999,1014.1,13.8,15.1,11.4,99,99
2021,4,6,6,0,308,9.1,10.8,99,99,99,999,1013.9,13.7,15.1,11.2,99,99
2021,4,6,6,10,311,9.1,11,99,99,99,999,1013.9,13.6,15.1,11.1,99,99
2021,4,6,6,20,308,8.8,11.2,99,99,99,999,1013.9,13.6,15,11.1,99,99
2021,4,6,6,30,310,8.8,11,99,99,99,999,1014.2,13.6,15,11.2,99,99
2021,4,6,6,40,309,8.1,10.5,2.03,8.33,5.9,299,1014.3,13.7,15,11.4,99,99
2021,4,6,6,50,308,8.1,10.3,99,99,99,999,1014.2,13.7,15,11.4,99,99
2021,4,6,7,0,307,8.1,10.1,99,99,99,999,1014.4,13.6,15,11.5,99,99
2021,4,6,7,10,302,8.3,10.1,99,99,99,999,1014.2,13.6,14.9,11.4,99,99
2021,4,6,7,20,305,8,9.7,99,99,99,999,1014.2,13.6,14.9,11.6,99,99
2021,4,6,7,30,305,7.5,9.1,99,99,99,999,1014.4,13.5,14.9,11.6,99,99
2021,4,6,7,40,302,7.5,9,2.03,8.33,5.9,294,1014.4,13.5,14.8,11.5,99,99
2021,4,6,7,50,304,7.2,8.5,99,99,99,999,1014.2,13.4,14.8,11.4,99,99
2021,4,6,8,0,304,6.8,8.2,99,99,99,999,1014.3,13.5,14.8,11.6,99,99
2021,4,6,8,10,306,7,8.6,99,99,99,999,1014.3,13.5,14.8,11.5,99,99
2021,4,6,8,20,303,6.8,8.6,99,99,99,999,1014.3,13.4,14.8,11.5,99,99
2021,4,6,8,30,301,6.7,8.2,99,99,99,999,1014.1,13.4,14.8,11.5,99,99
2021,4,6,8,40,301,6.9,8.6,1.9,8.33,6.11,295,1014.1,13.5,14.8,11.5,99,99
2021,4,6,8,50,301,7.2,8.8,99,99,99,999,1014.2,13.5,14.8,11.3,99,99
2021,4,6,9,0,303,7.4,9.1,99,99,99,999,1014.1,13.4,14.8,11.3,99,99
2021,4,6,9,10,299,6.9,8.5,99,99,99,999,1013.9,13.4,999,11.3,99,99
2021,4,6,9,20,313,6,8.7,99,99,99,999,1013.7,13.5,14.8,11.3,99,99
2021,4,6,9,30,304,6.1,7.9,99,99,99,999,1013.7,13.4,14.8,11.2,99,99
2021,4,6,9,40,310,5.4,7.1,2.18,9.09,6.3,288,1013.6,13.3,14.8,11,99,99
2021,4,6,9,50,303,5.5,7.1,99,99,99,999,1013.6,13.3,14.8,11.1,99,99
2021,4,6,10,0,304,6.1,7.6,99,99,99,999,1013.3,13.3,14.7,11.1,99,99
2021,4,6,10,10,312,6.1,7.7,99,99,99,999,1013.1,13.2,14.7,11,99,99
2021,4,6,10,20,313,5.1,6.8,99,99,99,999,1013.1,13.3,14.7,11,99,99
2021,4,6,10,30,319,4.9,6.3,99,99,99,999,1013,13.4,14.7,11,99,99
2021,4,6,10,40,303,6.1,7.6,2.08,8.33,6.37,288,1013.1,13.2,14.7,11,99,99
2021,4,6,10,50,302,6.4,7.9,99,99,99,999,1012.9,13.1,14.7,11,99,99
2021,4,6,11,0,304,6.6,7.9,99,99,99,999,1012.7,13,14.7,11,99,99
2021,4,6,11,10,305,6.1,7.9,99,99,99,999,1012.8,13,14.7,10.9,99,99
2021,4,6,11,20,320,4.6,6.2,99,99,99,999,1012.8,13,14.7,10.9,99,99
2021,4,6,11,30,328,5.6,7.5,99,99,99,999,1012.6,13.1,14.7,11,99,99
2021,4,6,11,40,332,6.1,7.6,1.99,8.33,6.65,291,1012.9,13.1,14.7,11.1,99,99
2021,4,6,11,50,312,5.7,7.4,99,99,99,999,1012.9,13.1,14.7,11.1,99,99
2021,4,6,12,0,311,5.2,8,99,99,99,999,1012.7,12.9,14.7,10.9,99,99
2021,4,6,12,10,328,4.4,6.5,99,99,99,999,1012.9,12.8,14.7,10.8,99,99
2021,4,6,12,20,345,3.9,6.1,99,99,99,999,1012.8,12.8,14.7,10.7,99,99
2021,4,6,12,30,340,4.1,6,99,99,99,999,1012.6,12.9,14.7,10.8,99,99
2021,4,6,12,40,341,4.6,6.5,2.08,8.33,6.58,287,1012.8,13.1,14.7,10.9,99,99
2021,4,6,12,50,328,5.4,7.7,99,99,99,999,1013.1,13.1,14.7,10.9,99,99
2021,4,6,13,0,335,4.8,6.8,99,99,99,999,1013.3,13,14.7,10.6,99,99
2021,4,6,13,10,333,5.1,6.4,99,99,99,999,1013.2,13.1,14.7,10.7,99,99
2021,4,6,13,20,334,4.4,6.3,99,99,99,999,1013.4,13,14.7,10.6,99,99
2021,4,6,13,30,332,4.6,6.4,99,99,99,999,1013.5,13,14.7,10.6,99,99
2021,4,6,13,40,317,4.1,7,1.88,8.33,6.44,292,1013.6,12.9,14.7,10.5,99,99
2021,4,6,13,50,303,4.2,5.8,99,99,99,999,1013.7,13.1,14.7,10.8,99,99
2021,4,6,14,0,308,3.9,6,99,99,99,999,1013.8,13.1,14.7,10.7,99,99
2021,4,6,14,10,312,3.5,5.6,99,99,99,999,1014,13.2,14.7,10.8,99,99
2021,4,6,14,20,321,4.1,5.4,99,99,99,999,1013.9,13.1,14.7,10.6,99,99
2021,4,6,14,30,299,4.9,6.9,99,99,99,999,1014.3,13.1,14.8,10.6,99,99
2021,4,6,14,40,304,4.2,6,1.74,7.69,6.24,289,1014.5,13.1,14.8,10.4,99,99
2021,4,6,14,50,274,5.3,6.9,99,99,99,999,1014.3,13.1,14.8,10.6,99,99
2021,4,6,15,0,286,4.9,6.5,99,99,99,999,1014.5,12.9,14.8,10.4,99,99
2021,4,6,15,10,286,4.6,6.4,99,99,99,999,1014.5,12.8,14.8,10.2,99,99
2021,4,6,15,20,294,4.5,6.2,99,99,99,999,1014.5,12.9,14.8,10.3,99,99
2021,4,6,15,30,306,3.8,6.4,99,99,99,999,1014.5,12.8,14.8,10.1,99,99
2021,4,6,15,40,284,3.8,5.9,1.7,8.33,6.24,292,1014.7,12.9,14.8,10.2,99,99
2021,4,6,15,50,280,4,6.3,99,99,99,999,1014.7,13,14.8,10.3,99,99
2021,4,6,16,0,291,4.6,6.9,99,99,99,999,1014.9,12.9,14.8,10.2,99,99
2021,4,6,16,10,297,3.9,5.5,99,99,99,999,1015.2,12.9,14.8,10.2,99,99
2021,4,6,16,20,290,3.9,5.9,99,99,99,999,1015.3,13,14.8,10.4,99,99
2021,4,6,16,30,295,3.6,6.7,99,99,99,999,1015.3,12.9,14.8,10.2,99,99
2021,4,6,16,40,280,4.7,7,1.82,7.69,6.48,293,1015.5,13,14.8,10.3,99,99
2021,4,6,16,50,279,4.5,6.8,99,99,99,999,1015.6,13,14.9,10.3,99,99
2021,4,6,17,0,288,4.5,7.6,99,99,99,999,1016,13,14.9,10.2,99,99
2021,4,6,17,10,280,5.8,7.7,99,99,99,999,1016.1,13.1,14.9,10.4,99,99
2021,4,6,17,20,297,5.3,6.9,99,99,99,999,1016.1,13,14.9,10.2,99,99
2021,4,6,17,30,291,5.4,7.4,99,99,99,999,1016.1,13.1,14.9,10.4,99,99
2021,4,6,17,40,288,5.7,7.7,1.8,7.69,6.38,290,1016.2,13.1,14.9,10.4,99,99
2021,4,6,17,50,283,5.4,7,99,99,99,999,1016.4,13.1,14.9,10.3,99,99
2021,4,6,18,0,291,5.2,6.9,99,99,99,999,1016.4,13.1,14.9,10.3,99,99
2021,4,6,18,10,300,5.4,7.5,99,99,99,999,1016.4,13.1,14.9,10.2,99,99
2021,4,6,18,20,303,5.2,7.1,99,99,99,999,1016.4,13.1,14.9,10.2,99,99
2021,4,6,18,30,302,5.3,6.8,99,99,99,999,1016.3,13.1,14.9,10.3,99,99
2021,4,6,18,40,295,5.6,8.5,1.62,8.33,6.11,285,1016.6,13.1,14.9,10.3,99,99
2021,4,6,18,50,298,6.1,7.5,99,99,99,999,1016.4,13.2,15,10.5,99,99
2021,4,6,19,0,295,6.2,8,99,99,99,999,1016.4,13.2,15,10.5,99,99
2021,4,6,19,10,304,6.2,7.9,99,99,99,999,1016.3,13.3,15,10.6,99,99
2021,4,6,19,20,313,6,7.4,99,99,99,999,1016.2,13.3,15,10.6,99,99
2021,4,6,19,30,309,5.9,7.6,99,99,99,999,1016.1,13.3,15,10.6,99,99
2021,4,6,19,40,313,6.2,7.6,1.58,8.33,5.96,288,1016.1,13.4,15.1,10.8,99,99
2021,4,6,19,50,321,5.7,7.1,99,99,99,999,1016,13.4,15.1,10.7,99,99
2021,4,6,20,0,318,5.6,7.4,99,99,99,999,1015.9,13.5,15.1,10.9,99,99
2021,4,6,20,10,322,5.6,7.2,99,99,99,999,1016,13.4,15.1,10.8,99,99
2021,4,6,20,20,319,5.7,7.3,99,99,99,999,1016,13.5,15.1,10.9,99,99
2021,4,6,20,30,306,6,7.7,99,99,99,999,1016.1,13.5,15.2,11,99,99
2021,4,6,20,40,303,5.6,7.7,1.54,14.81,5.88,196,1016,13.5,15.2,11,99,99
2021,4,6,20,50,296,5.7,7.2,99,99,99,999,1016,13.7,15.2,11.3,99,99
2021,4,6,21,0,304,5.4,6.8,99,99,99,999,1016.1,13.8,15.2,11.3,99,99
2021,4,6,21,10,300,5.1,6.8,99,99,99,999,1016.1,13.9,15.2,11.4,99,99
2021,4,6,21,20,302,5.1,6.5,99,99,99,999,1016.1,13.9,15.2,11.5,99,99
2021,4,6,21,30,297,5.4,6.8,99,99,99,999,1016,13.8,15.3,11.4,99,99
2021,4,6,21,40,301,4.8,6.5,1.42,7.69,5.96,286,1015.6,13.8,15.3,11.4,99,99
2021,4,6,21,50,301,4.9,6.1,99,99,99,999,1015.6,13.8,15.3,11.5,99,99
2021,4,6,22,0,300,5.2,6.3,99,99,99,999,1015.4,13.9,15.3,11.6,99,99
2021,4,6,22,10,305,5.3,6.4,99,99,99,999,1015.3,13.9,15.3,11.7,99,99
2021,4,6,22,20,307,5.7,7.2,99,99,99,999,1015.3,14,15.3,11.8,99,99
2021,4,6,22,30,305,5.8,7.1,99,99,99,999,1015.2,14,15.3,11.8,99,99
2021,4,6,22,40,300,5.9,7.5,1.44,7.14,5.87,290,1015.2,14,15.3,11.9,99,99
2021,4,6,22,50,294,5.9,7.2,99,99,99,999,1015.3,13.9,15.3,11.8,99,99
2021,4,6,23,0,299,5.9,7,99,99,99,999,1015.3,13.7,15.3,11.6,99,99
2021,4,6,23,10,295,5.5,7.1,99,99,99,999,1015.3,13.7,15.3,11.6,99,99
2021,4,6,23,20,291,5.9,7.2,99,99,99,999,1015.3,13.7,15.3,11.6,99,99
2021,4,6,23,30,285,6.1,7.5,99,99,99,999,1015.4,13.6,15.2,11.4,99,99
2021,4,6,23,40,281,6.5,7.8,1.52,14.81,5.91,187,1015.4,13.5,15.2,11.3,99,99
2021,4,6,23,50,284,6.2,7.5,99,99,99,999,1015.4,13.6,15.2,11.5,99,99
2021,4,7,0,0,291,6.1,7.3,99,99,99,999,1015.3,13.4,15.2,11.2,99,99
2021,4,7,0,10,288,6.1,7.5,99,99,99,999,1015.2,13.4,15.2,11.2,99,99
2021,4,7,0,20,290,6.3,7.5,99,99,99,999,1015.1,13.5,15.2,11.3,99,99
2021,4,7,0,30,287,6.4,8,99,99,99,999,1015.3,13.5,15.2,11.3,99,99
2021,4,7,0,40,285,6.7,7.7,1.38,7.69,5.64,290,1015.1,13.5,15.2,11.3,99,99
2021,4,7,0,50,283,7,8.6,99,99,99,999,1015.1,13.5,15.2,11.4,99,99
2021,4,7,1,0,281,7.1,8.7,99,99,99,999,1015.2,13.5,15.2,11.5,99,99
2021,4,7,1,10,289,7.7,9,99,99,99,999,1015.3,13.5,15.1,11.6,99,99
2021,4,7,1,20,290,7.9,9.5,99,99,99,999,1015.4,13.4,15.1,11.5,99,99
2021,4,7,1,30,290,7.8,9.2,99,99,99,999,1015.5,13.4,15.1,11.5,99,99
2021,4,7,1,40,294,8.4,9.9,1.34,7.14,5.43,293,1015.5,13.4,15.1,11.5,99,99
2021,4,7,1,50,297,8.1,9.5,99,99,99,999,1015.6,13.4,15,11.5,99,99
2021,4,7,2,0,295,7.4,9,99,99,99,999,1015.7,13.4,15,11.6,99,99
2021,4,7,2,10,294,7.7,9.5,99,99,99,999,1015.9,13.4,15,11.6,99,99
2021,4,7,2,20,290,7.7,9.1,99,99,99,999,1016.1,13.4,15,11.6,99,99
2021,4,7,2,30,291,7.6,9.2,99,99,99,999,1016.2,13.4,15,11.5,99,99
2021,4,7,2,40,286,7.7,9.2,1.42,6.67,5.27,292,1016.2,13.4,15,11.5,99,99
2021,4,7,2,50,291,7.5,9.1,99,99,99,999,1016.4,13.4,15,11.5,99,99
2021,4,7,3,0,289,7.3,8.9,99,99,99,999,1016.6,13.5,15,11.6,99,99
2021,4,7,3,10,293,7.4,8.9,99,99,99,999,1016.6,13.5,15,11.6,99,99
2021,4,7,3,20,292,7.8,9.7,99,99,99,999,1016.9,13.5,15,11.6,99,99
2021,4,7,3,30,300,7.5,9.2,99,99,99,999,1017,13.6,15,11.7,99,99
2021,4,7,3,40,296,8,9.5,1.59,7.69,5.63,297,1017.2,13.5,14.9,11.6,99,99
2021,4,7,3,50,295,7.6,9.5,99,99,99,999,1017.3,13.6,14.9,11.8,99,99
2021,4,7,4,0,300,8.1,9.8,99,99,99,999,1017.5,13.5,14.9,11.7,99,99
2021,4,7,4,10,302,8.3,10.1,99,99,99,999,1017.5,13.5,14.9,11.6,99,99
2021,4,7,4,20,301,8.1,9.9,99,99,99,999,1017.6,13.6,14.9,11.7,99,99
2021,4,7,4,30,310,8.2,9.5,99,99,99,999,1017.5,13.6,14.9,11.6,99,99
2021,4,7,4,40,313,7.9,9.4,1.52,6.25,5.4,298,1017.5,13.5,14.9,11.5,99,99
2021,4,7,4,50,316,7.6,9.2,99,99,99,999,1017.7,13.5,14.9,11.5,99,99
2021,4,7,5,0,313,7.1,8.7,99,99,99,999,1017.8,13.6,14.8,11.5,99,99
2021,4,7,5,10,307,6.9,8.1,99,99,99,999,1017.8,13.6,14.8,11.6,99,99
2021,4,7,5,20,304,7.2,8.7,99,99,99,999,1017.9,13.6,14.8,11.7,99,99
2021,4,7,5,30,314,7,9.2,99,99,99,999,1017.9,13.6,14.8,11.7,99,99
2021,4,7,5,40,324,6,7.1,1.38,7.69,5.29,300,1017.8,13.6,14.8,11.7,99,99
2021,4,7,5,50,322,5.1,6.6,99,99,99,999,1017.9,13.6,14.8,11.7,99,99
2021,4,7,6,0,333,4.1,5.5,99,99,99,999,1017.8,13.6,14.8,11.7,99,99
2021,4,7,6,10,349,3.3,4.5,99,99,99,999,1017.8,13.7,14.8,11.8,99,99
2021,4,7,6,20,355,3.3,4.5,99,99,99,999,1017.8,13.8,14.8,11.9,99,99
