Beach_ID,Beach Name,Latitude,Longitude,Sunrise,Sunset,Weather Description,Temperature,Water Temperature,Cloud Cover,Wind Speed,Wave Height
100,Asilomar State Beach,36.61826712,-121.9419008,06:47 AM,04:58 PM,Clear,54,52,0,12,4.6
101,Carmel River State Beach,36.53817954,-121.9290057,06:46 AM,04:58 PM,Clear,54,52,0,12,4.6
102,John Little State Reserve,36.11949528,-121.6316069,06:45 AM,05:00 PM,Clear,57,52,0,9,4.9
103,Julia Pfeiffer Burns State Park,36.16594936,-121.6801454,06:46 AM,04:58 PM,Clear,54,52,0,12,4.6
104,Marina State Beach,36.69649793,-121.8094498,06:46 AM,04:58 PM,Clear,49,52,0,8,2.0
105,Monterey State Beach,36.61250151,-121.8580798,06:46 AM,04:58 PM,Clear,54,52,0,12,4.6
106,Moss Landing State Beach,36.81540267,-121.7915881,06:46 AM,04:57 PM,Clear,49,52,0,8,2.0
107,Point Lobos State Reserve,36.5165681,-121.9388299,06:46 AM,04:58 PM,Clear,54,52,0,12,4.6
108,Point Sur Lightstation State Historic Park,36.309028,-121.8954479,06:46 AM,04:58 PM,Clear,54,52,0,12,4.6
109,Salinas River State Beach,36.7754768,-121.7952683,06:46 AM,04:57 PM,Clear,49,52,0,8,2.0
110,Sand Dollar Beach,35.92314004,-121.4685117,06:41 AM,04:57 PM,Clear,54,52,0,9,3.9
111,Zmudowski State Beach,36.84292083,-121.805257,06:46 AM,04:57 PM,Clear,49,52,0,8,2.0
112,William Randolph Hearst Memorial State Beach,35.64417168,-121.1880653,06:41 AM,04:57 PM,Clear,54,52,0,9,3.9
113,Estero Bluffs State Park,35.44920684,-120.9181629,06:40 AM,04:56 PM,Clear,54,52,0,14,3.6
114,Cayucos State Beach,35.44857182,-120.9059346,06:40 AM,04:56 PM,Clear,54,52,0,14,3.6
115,Morro Strand State Beach,35.39210458,-120.8668416,06:40 AM,04:56 PM,Clear,54,52,0,14,3.6
116,Morro Rock Beach,35.37284552,-120.865919,06:40 AM,04:56 PM,Clear,54,52,0,14,3.6
117,Morro Bay State Park,35.34330579,-120.8430451,06:40 AM,04:56 PM,Clear,54,52,0,14,3.6
118,Montaña de Oro State Park,35.26925951,-120.8941898,06:40 AM,04:57 PM,Clear,54,52,0,14,3.6
119,Ávila Beach,35.18010746,-120.7316191,06:39 AM,04:56 PM,Clear,53,51,0,9,3.6
120,Pismo State Beach,35.14570355,-120.6417563,06:38 AM,04:56 PM,Clear,53,52,0,13,3.3
121,Rancho Guadalupe Dunes County Park,34.96514896,-120.6515443,06:38 AM,04:56 PM,Clear,53,52,0,13,3.3
122,Point Sal State Beach,34.90204849,-120.6548958,06:38 AM,04:56 PM,Clear,53,52,0,13,3.3
123,Surf Beach,34.68424954,-120.6064212,06:37 AM,04:57 PM,Clear,54,52,0,14,3.6
124,Jalama Beach County Park,34.51081204,-120.5018918,06:37 AM,04:57 PM,Clear,54,52,0,14,3.6
125,Jack and Laura Dangermond Preserve,34.54432267,-120.4129323,06:35 AM,04:56 PM,Clear,56,53,0,8,1.6
126,Hollister Ranch,34.4704015,-120.2347654,06:35 AM,04:56 PM,Clear,56,53,0,8,1.6
127,Gaviota State Park,34.47353149,-120.2296213,06:35 AM,04:56 PM,Clear,56,53,0,8,1.6
128,Refugio State Beach,34.46328972,-120.0701569,06:35 AM,04:56 PM,Clear,56,53,0,8,1.6
129,El Capitán State Beach,34.46061439,-120.0248308,06:34 AM,04:54 PM,Clear,57,53,0,7,1.3
130,Santa Barbara Shores County Park,34.42241824,-119.8961652,06:34 AM,04:54 PM,Clear,57,53,0,7,1.3
131,Goleta Beach Park,34.41681648,-119.8324352,06:34 AM,04:54 PM,Clear,57,53,0,7,1.3
132,Arroyo Burro Beach,34.4026134,-119.7430753,06:33 AM,04:54 PM,Clear,55,59,0,6,1.0
133,Leadbetter Beach,34.40248784,-119.699369,06:33 AM,04:54 PM,Clear,55,59,0,6,1.0
134,West Beach,34.40535704,-119.6973811,06:33 AM,04:54 PM,Clear,55,59,0,6,1.0
135,East Beach,34.41634896,-119.6804242,06:33 AM,04:54 PM,Clear,55,59,0,6,1.0
136,Butterfly Beach,34.4177324,-119.6494454,06:33 AM,04:54 PM,Clear,55,59,0,6,1.0
137,Lookout County Park,34.42038268,-119.6024139,06:33 AM,04:54 PM,Clear,55,59,0,6,1.0
138,Carpinteria State Beach,34.39281987,-119.5240894,06:32 AM,04:53 PM,Clear,55,59,0,6,1.0
139,Rincon Beach Park,34.3801909,-119.4831245,06:32 AM,04:53 PM,Clear,55,59,0,6,1.0
140,Emma Wood State Beach,34.29332738,-119.3400669,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
141,San Buenaventura State Beach,34.26991871,-119.2768745,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
142,McGrath State Beach,34.2210903,-119.259957,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
143,Mandalay State Beach,34.18131648,-119.2390512,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
144,Oxnard Beach Park,34.17672826,-119.2371455,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
145,Channel Islands Beach,34.15849146,-119.2247756,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
146,Silver Strand Beach,34.1582759,-119.2259773,06:31 AM,04:52 PM,Clear,60,56,0,15,2.0
147,Port Hueneme Beach Park,34.14254714,-119.1960592,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
148,Point Mugu State Park,34.09480328,-119.0635493,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
149,County Line Beach,34.051417,-118.9601453,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
150,Leo Carrillo State Park,34.04417165,-118.9353832,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
151,Robert Meyer Memorial State Beach,34.03869785,-118.8758222,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
152,El Pescador State Beach,34.04055637,-118.8920206,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
153,La Piedra State Beach,34.03985483,-118.8874178,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
154,El Matador State Beach,34.03820261,-118.8747166,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
155,Lechuza Beach,34.03610607,-118.8662851,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
156,Broad Beach,34.0378004,-118.8678132,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
157,Zuma Beach County Park,34.02190008,-118.8306025,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
158,Point Dume State Beach,34.01137544,-118.8169822,06:30 AM,04:52 PM,Clear,61,57,0,15,2.3
