,#YY,MM,DD,hh,mm,WSP,GST,WVHT,DPD,APD,MWD,PRES,ATMP,DEWP,Wave_Size,Wind_Speed
24711,2021,6,29,21,40,3.7,4.7,1.4,9.09,7.17,287,1009.7,17.4,15.6,Small (<2 ft),Moderate (3-19 mph)
24717,2021,6,29,22,40,2.8,3.8,1.43,8.33,7.42,291,1009.8,17.4,15.7,Small (<2 ft),Ideal(<3 mph)
24723,2021,6,29,23,40,3.3,4.2,1.51,8.33,7.25,292,1009.3,17.3,15.5,Small (<2 ft),Moderate (3-19 mph)
24729,2021,6,30,0,40,3.7,5.4,1.4,8.33,7.23,290,1009.2,17.5,15.3,Small (<2 ft),Moderate (3-19 mph)
24735,2021,6,30,1,40,3.3,5.1,1.6,8.33,7.48,294,1009.4,17.3,15.3,Small (<2 ft),Moderate (3-19 mph)
24741,2021,6,30,2,40,2.4,3.5,1.54,9.09,7.51,290,1009.8,17.1,15.4,Small (<2 ft),Ideal(<3 mph)
24747,2021,6,30,3,40,3.4,4.8,1.53,10.81,7.66,274,1010.0,17.1,15.3,Small (<2 ft),Moderate (3-19 mph)
24753,2021,6,30,4,40,1.3,2.5,1.53,11.43,7.73,272,1010.9,16.9,15.2,Small (<2 ft),Ideal(<3 mph)
24759,2021,6,30,5,40,1.7,3.6,1.47,9.09,7.96,282,1011.2,16.9,15.1,Small (<2 ft),Ideal(<3 mph)
24765,2021,6,30,6,40,1.7,2.9,1.57,9.09,8.03,285,1011.4,16.8,15.0,Small (<2 ft),Ideal(<3 mph)
24771,2021,6,30,7,40,2.0,3.7,1.48,9.09,8.12,275,1011.0,16.8,15.1,Small (<2 ft),Ideal(<3 mph)
24777,2021,6,30,8,40,3.2,4.8,1.48,8.33,7.95,291,1011.0,16.6,15.0,Small (<2 ft),Moderate (3-19 mph)
24783,2021,6,30,9,40,2.8,3.9,1.45,8.33,8.09,288,1011.0,16.6,14.9,Small (<2 ft),Ideal(<3 mph)
24789,2021,6,30,10,40,2.3,4.2,1.31,8.33,7.68,288,1010.9,16.7,14.9,Small (<2 ft),Ideal(<3 mph)
24795,2021,6,30,11,40,3.0,4.9,1.22,8.33,7.29,290,1011.3,16.9,15.1,Small (<2 ft),Ideal(<3 mph)
24801,2021,6,30,12,40,4.2,5.4,1.24,8.33,7.61,284,1011.9,16.9,14.9,Small (<2 ft),Moderate (3-19 mph)
24807,2021,6,30,13,40,3.5,5.1,1.34,8.33,7.77,289,1012.3,16.9,14.8,Small (<2 ft),Moderate (3-19 mph)
24813,2021,6,30,14,40,3.9,5.5,1.32,13.79,7.86,187,1012.7,16.9,14.9,Small (<2 ft),Moderate (3-19 mph)
24819,2021,6,30,15,40,3.5,4.6,1.38,8.33,7.66,278,1012.8,16.8,14.9,Small (<2 ft),Moderate (3-19 mph)
24825,2021,6,30,16,40,3.2,4.1,1.29,7.69,7.52,284,1013.0,16.9,15.0,Small (<2 ft),Moderate (3-19 mph)
24831,2021,6,30,17,40,3.3,4.5,1.22,7.69,7.51,279,1012.9,17.1,15.2,Small (<2 ft),Moderate (3-19 mph)
24837,2021,6,30,18,40,2.6,3.6,1.2,7.69,7.53,269,1013.1,17.1,15.1,Small (<2 ft),Ideal(<3 mph)
24843,2021,6,30,19,40,1.7,2.6,1.12,10.81,7.58,264,1013.0,17.1,14.9,Small (<2 ft),Ideal(<3 mph)
24849,2021,6,30,20,40,2.1,3.0,1.16,13.79,7.94,200,1012.8,17.3,15.0,Small (<2 ft),Ideal(<3 mph)
24855,2021,6,30,21,40,2.1,3.0,1.22,13.79,7.86,193,1012.6,17.3,14.9,Small (<2 ft),Ideal(<3 mph)
24861,2021,6,30,22,40,1.7,3.5,1.22,10.0,7.57,270,1012.3,17.5,14.8,Small (<2 ft),Ideal(<3 mph)
24867,2021,6,30,23,40,2.0,3.2,1.22,14.81,7.74,176,1012.0,17.5,14.8,Small (<2 ft),Ideal(<3 mph)
24873,2021,7,1,0,40,1.3,2.3,1.31,9.09,7.95,289,1011.8,17.6,15.1,Small (<2 ft),Ideal(<3 mph)
24879,2021,7,1,1,40,2.3,3.6,1.43,10.0,8.09,276,1012.2,17.5,15.2,Small (<2 ft),Ideal(<3 mph)
24885,2021,7,1,2,40,1.3,3.2,1.36,13.79,8.12,185,1012.1,17.3,15.2,Small (<2 ft),Ideal(<3 mph)
24891,2021,7,1,3,40,1.0,1.8,1.28,9.09,8.03,274,1012.6,17.0,15.5,Small (<2 ft),Ideal(<3 mph)
24897,2021,7,1,4,40,1.3,2.3,1.25,13.79,8.22,186,1013.2,16.9,15.5,Small (<2 ft),Ideal(<3 mph)
24903,2021,7,1,5,40,0.5,1.5,1.37,9.09,8.58,265,1013.5,17.0,15.4,Small (<2 ft),Ideal(<3 mph)
24909,2021,7,1,6,40,1.3,3.2,1.43,9.09,8.69,265,1013.4,17.1,15.4,Small (<2 ft),Ideal(<3 mph)
24915,2021,7,1,7,40,1.6,3.3,1.29,10.0,8.64,280,1012.9,16.9,15.3,Small (<2 ft),Ideal(<3 mph)
24921,2021,7,1,8,40,0.8,2.3,1.27,9.09,8.6,284,1012.8,16.8,15.4,Small (<2 ft),Ideal(<3 mph)
24927,2021,7,1,9,40,1.8,3.0,1.33,9.09,8.81,292,1012.6,16.6,15.2,Small (<2 ft),Ideal(<3 mph)
24933,2021,7,1,10,40,2.5,3.8,1.31,9.09,8.52,284,1012.6,16.5,15.2,Small (<2 ft),Ideal(<3 mph)
24939,2021,7,1,11,40,2.5,3.3,1.3,9.09,8.59,269,1012.7,16.3,15.2,Small (<2 ft),Ideal(<3 mph)
24945,2021,7,1,12,40,2.5,3.4,1.24,9.09,8.42,289,1013.0,16.2,15.1,Small (<2 ft),Ideal(<3 mph)
24951,2021,7,1,13,40,1.6,2.8,1.28,10.0,8.51,286,1013.2,16.3,15.0,Small (<2 ft),Ideal(<3 mph)
24957,2021,7,1,14,40,2.4,3.3,1.29,16.0,8.49,177,1013.6,16.4,15.1,Small (<2 ft),Ideal(<3 mph)
24963,2021,7,1,15,40,1.1,2.1,1.17,9.09,8.09,281,1013.8,16.5,14.8,Small (<2 ft),Ideal(<3 mph)
24969,2021,7,1,16,40,1.8,2.8,1.24,16.0,8.56,193,1013.9,16.7,15.0,Small (<2 ft),Ideal(<3 mph)
24975,2021,7,1,17,40,2.1,3.0,1.24,16.0,8.47,210,1013.5,17.0,14.8,Small (<2 ft),Ideal(<3 mph)
24981,2021,7,1,18,40,1.5,2.3,1.15,16.0,8.08,210,1013.2,17.1,14.6,Small (<2 ft),Ideal(<3 mph)
24987,2021,7,1,19,40,2.4,3.6,1.21,16.0,8.52,222,1012.8,17.3,14.9,Small (<2 ft),Ideal(<3 mph)
24993,2021,7,1,20,40,2.7,4.7,1.11,16.0,8.26,202,1012.5,17.5,15.1,Small (<2 ft),Ideal(<3 mph)
24999,2021,7,1,21,40,3.7,4.9,1.3,16.0,8.85,198,1012.0,17.7,15.1,Small (<2 ft),Moderate (3-19 mph)
25005,2021,7,1,22,40,4.7,6.9,1.14,10.0,8.69,278,1011.7,17.7,15.8,Small (<2 ft),Moderate (3-19 mph)
25011,2021,7,1,23,40,5.0,6.9,1.17,16.0,8.54,218,1011.5,18.0,15.8,Small (<2 ft),Moderate (3-19 mph)
25017,2021,7,2,0,40,5.0,6.7,1.24,16.0,7.37,166,1011.2,17.8,15.7,Small (<2 ft),Moderate (3-19 mph)
25023,2021,7,2,1,40,5.5,6.8,1.16,14.81,6.97,196,1011.1,17.5,15.7,Small (<2 ft),Moderate (3-19 mph)
25029,2021,7,2,2,40,5.2,7.1,1.22,9.09,6.75,283,1011.3,17.2,15.4,Small (<2 ft),Moderate (3-19 mph)
25035,2021,7,2,3,40,4.4,5.9,1.3,16.0,7.1,198,1011.7,17.3,15.6,Small (<2 ft),Moderate (3-19 mph)
25041,2021,7,2,4,40,3.0,3.9,1.21,14.81,6.78,191,1012.3,17.5,15.8,Small (<2 ft),Ideal(<3 mph)
25047,2021,7,2,5,40,2.3,4.1,1.31,9.09,7.33,278,1012.8,17.5,15.8,Small (<2 ft),Ideal(<3 mph)
25053,2021,7,2,6,40,2.8,3.8,1.25,10.0,7.3,282,1012.7,17.7,15.9,Small (<2 ft),Ideal(<3 mph)
25059,2021,7,2,7,40,2.5,4.3,1.37,16.0,7.75,197,1012.5,17.4,15.6,Small (<2 ft),Ideal(<3 mph)
25065,2021,7,2,8,40,2.9,4.0,1.25,17.39,7.55,188,1012.2,16.9,15.2,Small (<2 ft),Ideal(<3 mph)
25071,2021,7,2,9,40,3.6,4.6,1.21,16.0,7.5,195,1011.9,16.6,15.4,Small (<2 ft),Moderate (3-19 mph)
25077,2021,7,2,10,40,4.1,6.0,1.26,10.0,7.71,288,1012.1,16.1,15.2,Small (<2 ft),Moderate (3-19 mph)
25083,2021,7,2,11,40,2.5,4.4,1.22,16.0,7.66,183,1012.2,16.1,15.2,Small (<2 ft),Ideal(<3 mph)
25089,2021,7,2,12,40,2.3,4.5,1.26,16.0,7.13,199,1012.5,16.2,15.3,Small (<2 ft),Ideal(<3 mph)
25095,2021,7,2,13,40,2.1,3.9,1.34,16.0,7.18,196,1012.9,15.9,14.9,Small (<2 ft),Ideal(<3 mph)
25101,2021,7,2,14,40,1.6,3.1,1.31,16.0,7.36,207,1013.2,16.2,15.2,Small (<2 ft),Ideal(<3 mph)
25107,2021,7,2,15,40,1.7,2.8,1.3,14.81,6.79,184,1013.4,16.4,15.1,Small (<2 ft),Ideal(<3 mph)
25113,2021,7,2,16,40,2.2,4.0,1.32,14.81,6.92,187,1013.2,16.6,15.0,Small (<2 ft),Ideal(<3 mph)
25119,2021,7,2,17,40,1.5,3.3,1.24,14.81,6.66,189,1013.4,17.0,15.1,Small (<2 ft),Ideal(<3 mph)
25125,2021,7,2,18,40,2.6,4.0,1.18,14.81,6.54,200,1013.7,17.3,15.4,Small (<2 ft),Ideal(<3 mph)
25131,2021,7,2,19,40,2.0,3.4,1.34,14.81,7.53,213,1013.5,16.9,15.0,Small (<2 ft),Ideal(<3 mph)
25137,2021,7,2,20,40,3.0,4.4,1.27,14.81,7.23,201,1013.0,16.9,15.2,Small (<2 ft),Ideal(<3 mph)
25143,2021,7,2,21,40,3.8,5.4,1.22,14.81,7.24,216,1012.7,16.8,15.3,Small (<2 ft),Moderate (3-19 mph)
25149,2021,7,2,22,40,4.9,6.1,1.28,16.0,7.54,189,1012.0,17.0,15.5,Small (<2 ft),Moderate (3-19 mph)
25155,2021,7,2,23,40,4.2,5.4,1.43,10.0,7.81,287,1012.2,17.1,15.6,Small (<2 ft),Moderate (3-19 mph)
25161,2021,7,3,0,40,6.0,7.9,1.31,10.0,7.13,292,1011.2,17.3,16.1,Small (<2 ft),Moderate (3-19 mph)
25167,2021,7,3,1,40,4.5,5.8,1.27,16.0,6.53,185,1011.8,17.4,16.3,Small (<2 ft),Moderate (3-19 mph)
25173,2021,7,3,2,40,4.3,5.5,1.48,9.09,7.46,290,1012.1,17.3,16.1,Small (<2 ft),Moderate (3-19 mph)
25179,2021,7,3,3,40,5.0,6.2,1.44,16.0,7.24,196,1012.4,17.2,16.2,Small (<2 ft),Moderate (3-19 mph)
25185,2021,7,3,4,40,5.4,6.5,1.44,16.0,6.92,209,1013.0,17.5,16.5,Small (<2 ft),Moderate (3-19 mph)
25191,2021,7,3,5,40,4.8,5.9,1.41,16.0,6.46,199,1013.3,17.6,16.6,Small (<2 ft),Moderate (3-19 mph)
25197,2021,7,3,6,40,4.1,5.1,1.3,14.81,6.31,211,1013.3,17.5,16.5,Small (<2 ft),Moderate (3-19 mph)
25203,2021,7,3,7,40,4.0,5.4,1.37,16.0,6.85,195,1013.1,17.3,16.2,Small (<2 ft),Moderate (3-19 mph)
25209,2021,7,3,8,40,5.2,6.8,1.33,16.0,6.54,196,1012.6,16.7,15.7,Small (<2 ft),Moderate (3-19 mph)
25215,2021,7,3,9,40,5.5,7.0,1.35,14.81,6.51,186,1012.3,16.4,15.5,Small (<2 ft),Moderate (3-19 mph)
25221,2021,7,3,10,40,4.1,5.6,1.44,16.0,6.56,197,1012.2,16.4,15.5,Small (<2 ft),Moderate (3-19 mph)
25227,2021,7,3,11,40,3.9,5.0,1.44,17.39,6.56,243,1012.3,16.3,15.3,Small (<2 ft),Moderate (3-19 mph)
25233,2021,7,3,12,40,4.6,6.3,1.42,16.0,6.7,206,1012.7,16.1,15.1,Small (<2 ft),Moderate (3-19 mph)
25239,2021,7,3,13,40,3.4,5.0,1.56,16.0,7.44,197,1013.3,16.1,15.1,Small (<2 ft),Moderate (3-19 mph)
25245,2021,7,3,14,40,4.8,7.1,1.58,16.0,7.08,188,1013.5,16.6,15.4,Small (<2 ft),Moderate (3-19 mph)
25251,2021,7,3,15,40,4.8,5.8,1.47,16.0,6.8,191,1014.0,16.7,15.5,Small (<2 ft),Moderate (3-19 mph)
25257,2021,7,3,16,40,4.1,5.9,1.57,16.0,7.25,194,1013.9,16.4,15.2,Small (<2 ft),Moderate (3-19 mph)
25263,2021,7,3,17,40,4.2,5.4,1.43,16.0,6.88,198,1014.1,16.3,15.0,Small (<2 ft),Moderate (3-19 mph)
25269,2021,7,3,18,40,3.9,5.4,1.39,16.0,6.95,198,1014.3,16.8,15.3,Small (<2 ft),Moderate (3-19 mph)
25275,2021,7,3,19,40,3.8,5.2,1.41,16.0,6.84,208,1014.1,17.0,15.2,Small (<2 ft),Moderate (3-19 mph)
25281,2021,7,3,20,40,4.6,6.1,1.35,13.79,6.75,217,1013.5,17.0,15.3,Small (<2 ft),Moderate (3-19 mph)
25287,2021,7,3,21,40,5.0,6.9,1.44,16.0,6.96,210,1013.3,16.7,15.1,Small (<2 ft),Moderate (3-19 mph)
25293,2021,7,3,22,40,5.7,7.5,1.57,16.0,7.26,206,1012.9,16.7,15.3,Small (<2 ft),Moderate (3-19 mph)
25299,2021,7,3,23,40,6.2,7.6,1.41,16.0,6.37,218,1012.8,16.7,15.4,Small (<2 ft),Moderate (3-19 mph)
25305,2021,7,4,0,40,5.3,6.6,1.51,16.0,6.71,215,1012.7,16.4,15.2,Small (<2 ft),Moderate (3-19 mph)
25311,2021,7,4,1,40,5.0,6.9,1.54,16.0,6.48,187,1012.8,16.4,15.3,Small (<2 ft),Moderate (3-19 mph)
25317,2021,7,4,2,40,5.0,7.1,1.42,14.81,5.91,197,1013.1,16.6,15.5,Small (<2 ft),Moderate (3-19 mph)
25323,2021,7,4,3,40,4.1,5.5,1.56,16.0,6.82,203,1013.7,16.6,15.5,Small (<2 ft),Moderate (3-19 mph)
25329,2021,7,4,4,40,2.4,3.9,1.63,16.0,6.87,197,1014.5,16.6,15.3,Small (<2 ft),Ideal(<3 mph)
25335,2021,7,4,5,40,2.0,4.0,1.54,14.81,6.76,206,1014.8,16.9,15.4,Small (<2 ft),Ideal(<3 mph)
25341,2021,7,4,6,40,2.8,3.8,1.63,14.81,7.07,204,1014.7,16.9,15.4,Small (<2 ft),Ideal(<3 mph)
25347,2021,7,4,7,40,3.3,4.9,1.42,16.0,6.55,195,1014.5,16.4,15.1,Small (<2 ft),Moderate (3-19 mph)
25353,2021,7,4,8,40,3.2,4.6,1.62,14.81,7.38,177,1014.1,16.3,15.0,Small (<2 ft),Moderate (3-19 mph)
25359,2021,7,4,9,40,4.7,6.5,1.53,16.0,6.65,204,1013.9,16.2,14.8,Small (<2 ft),Moderate (3-19 mph)
25365,2021,7,4,10,40,3.9,5.5,1.61,14.81,7.18,187,1014.1,16.2,14.8,Small (<2 ft),Moderate (3-19 mph)
25371,2021,7,4,11,40,2.9,5.3,1.54,14.81,6.85,198,1014.1,16.1,14.7,Small (<2 ft),Ideal(<3 mph)
25377,2021,7,4,12,40,5.9,8.0,1.54,17.39,7.31,184,1014.3,16.5,14.9,Small (<2 ft),Moderate (3-19 mph)
25383,2021,7,4,13,40,3.2,5.1,1.46,17.39,6.86,187,1014.8,16.3,14.5,Small (<2 ft),Moderate (3-19 mph)
25389,2021,7,4,14,40,3.1,4.8,1.55,17.39,7.42,177,1015.2,16.1,14.3,Small (<2 ft),Moderate (3-19 mph)
25395,2021,7,4,15,40,4.2,6.0,1.61,16.0,7.47,202,1015.6,16.3,14.2,Small (<2 ft),Moderate (3-19 mph)
25401,2021,7,4,16,40,3.6,5.3,1.56,14.81,7.54,180,1015.6,16.1,14.1,Small (<2 ft),Moderate (3-19 mph)
25407,2021,7,4,17,40,2.9,4.4,1.56,17.39,7.1,194,1015.8,16.3,14.2,Small (<2 ft),Ideal(<3 mph)
25413,2021,7,4,18,40,2.7,3.7,1.62,17.39,7.54,177,1016.0,16.6,14.4,Small (<2 ft),Ideal(<3 mph)
25419,2021,7,4,19,40,3.9,5.4,1.52,17.39,7.17,179,1015.9,16.6,14.3,Small (<2 ft),Moderate (3-19 mph)
25425,2021,7,4,20,40,4.1,6.2,1.44,17.39,6.96,225,1015.1,16.9,14.7,Small (<2 ft),Moderate (3-19 mph)
25431,2021,7,4,21,40,5.7,6.9,1.46,17.39,7.15,217,1014.5,17.2,15.4,Small (<2 ft),Moderate (3-19 mph)
25437,2021,7,4,22,40,6.7,8.5,1.51,17.39,7.22,194,1014.2,17.1,15.6,Small (<2 ft),Moderate (3-19 mph)
25443,2021,7,4,23,40,8.2,9.7,1.45,17.39,6.09,211,1013.7,16.7,15.2,Small (<2 ft),Moderate (3-19 mph)
25449,2021,7,5,0,40,8.1,10.4,1.56,16.0,6.25,193,1013.0,16.7,15.1,Small (<2 ft),Moderate (3-19 mph)
25455,2021,7,5,1,40,8.4,10.2,1.5,16.0,5.95,192,1012.9,16.8,15.4,Small (<2 ft),Moderate (3-19 mph)
25461,2021,7,5,2,40,7.3,9.0,1.75,16.0,6.51,195,1013.5,16.6,15.3,Small (<2 ft),Moderate (3-19 mph)
25467,2021,7,5,3,40,7.2,9.1,1.62,16.0,5.99,195,1014.0,16.5,15.2,Small (<2 ft),Moderate (3-19 mph)
25473,2021,7,5,4,40,5.3,6.8,1.7,17.39,6.34,204,1014.5,16.7,15.2,Small (<2 ft),Moderate (3-19 mph)
25479,2021,7,5,5,40,5.6,7.6,1.64,14.81,6.24,203,1014.7,16.7,15.1,Small (<2 ft),Moderate (3-19 mph)
25485,2021,7,5,6,40,4.4,6.3,1.6,14.81,6.28,190,1014.9,16.4,14.8,Small (<2 ft),Moderate (3-19 mph)
25491,2021,7,5,7,40,5.4,7.3,1.62,16.0,6.29,168,1014.6,16.1,14.6,Small (<2 ft),Moderate (3-19 mph)
25497,2021,7,5,8,40,5.7,7.5,1.65,14.81,6.23,181,1014.2,16.1,14.7,Small (<2 ft),Moderate (3-19 mph)
25503,2021,7,5,9,40,5.0,7.6,1.53,16.0,6.2,177,1014.0,15.9,14.4,Small (<2 ft),Moderate (3-19 mph)
25509,2021,7,5,10,40,4.7,6.5,1.54,16.0,6.06,186,1014.2,16.2,14.7,Small (<2 ft),Moderate (3-19 mph)
25515,2021,7,5,11,40,4.8,7.0,1.44,6.25,6.07,291,1014.2,16.0,14.3,Small (<2 ft),Moderate (3-19 mph)
25521,2021,7,5,12,40,5.5,7.0,1.38,16.0,6.22,175,1014.6,16.1,14.4,Small (<2 ft),Moderate (3-19 mph)
25527,2021,7,5,13,40,5.8,7.9,1.34,16.0,6.29,181,1015.0,16.0,14.3,Small (<2 ft),Moderate (3-19 mph)
25533,2021,7,5,14,40,5.1,6.4,1.44,16.0,6.62,191,1015.7,16.1,14.4,Small (<2 ft),Moderate (3-19 mph)
25539,2021,7,5,15,40,5.1,6.8,1.4,16.0,6.33,168,1016.1,16.0,14.2,Small (<2 ft),Moderate (3-19 mph)
25545,2021,7,5,16,40,5.1,6.5,1.49,16.0,6.71,173,1016.3,16.4,14.5,Small (<2 ft),Moderate (3-19 mph)
25551,2021,7,5,17,40,5.5,7.0,1.34,16.0,6.25,173,1016.1,16.4,14.2,Small (<2 ft),Moderate (3-19 mph)
25557,2021,7,5,18,40,5.1,7.2,1.52,16.0,6.36,184,1016.4,16.5,14.3,Small (<2 ft),Moderate (3-19 mph)
25563,2021,7,5,19,40,6.0,7.4,1.28,14.81,6.0,187,1016.0,16.8,14.8,Small (<2 ft),Moderate (3-19 mph)
25569,2021,7,5,20,40,6.6,8.4,1.31,14.81,6.09,196,1015.7,16.9,15.1,Small (<2 ft),Moderate (3-19 mph)
25575,2021,7,5,21,40,7.6,9.1,1.28,14.81,5.75,186,1015.0,16.9,15.0,Small (<2 ft),Moderate (3-19 mph)
25581,2021,7,5,22,40,7.8,10.0,1.3,16.0,5.32,177,1014.2,16.8,15.0,Small (<2 ft),Moderate (3-19 mph)
25587,2021,7,5,23,40,7.8,9.3,1.23,16.0,5.38,190,1013.8,16.8,15.0,Small (<2 ft),Moderate (3-19 mph)
25593,2021,7,6,0,40,8.7,10.2,1.21,16.0,4.89,184,1013.4,16.7,15.2,Small (<2 ft),Moderate (3-19 mph)
25599,2021,7,6,1,40,8.8,10.7,1.36,16.0,5.09,194,1013.5,16.7,15.3,Small (<2 ft),Moderate (3-19 mph)
25605,2021,7,6,2,40,8.7,10.9,1.44,14.81,5.31,200,1013.7,16.5,15.3,Small (<2 ft),Moderate (3-19 mph)
25611,2021,7,6,3,40,7.9,10.0,1.39,14.81,5.23,198,1014.2,16.2,15.1,Small (<2 ft),Moderate (3-19 mph)
25617,2021,7,6,4,40,7.8,9.4,1.51,13.79,5.32,237,1014.8,16.3,15.2,Small (<2 ft),Moderate (3-19 mph)
25623,2021,7,6,5,40,7.2,8.9,1.59,14.81,5.47,166,1015.0,16.5,15.1,Small (<2 ft),Moderate (3-19 mph)
25629,2021,7,6,6,40,6.7,8.5,1.54,16.0,5.56,171,1014.9,16.2,14.8,Small (<2 ft),Moderate (3-19 mph)
25635,2021,7,6,7,40,6.5,8.2,1.46,14.81,5.63,170,1015.0,16.0,14.6,Small (<2 ft),Moderate (3-19 mph)
25641,2021,7,6,8,40,6.4,9.2,1.51,14.81,5.51,184,1014.8,15.9,14.5,Small (<2 ft),Moderate (3-19 mph)
25647,2021,7,6,9,40,5.9,7.7,1.42,6.25,5.58,291,1014.7,15.9,14.4,Small (<2 ft),Moderate (3-19 mph)
25653,2021,7,6,10,40,5.1,6.7,1.36,6.67,5.6,290,1014.5,16.0,14.2,Small (<2 ft),Moderate (3-19 mph)
25659,2021,7,6,11,40,3.1,5.4,1.35,14.81,5.89,189,1014.5,16.1,14.2,Small (<2 ft),Moderate (3-19 mph)
25665,2021,7,6,12,40,3.5,6.3,1.3,14.81,6.03,178,1014.6,15.6,13.8,Small (<2 ft),Moderate (3-19 mph)
25671,2021,7,6,13,40,4.4,6.5,1.28,14.81,5.95,195,1015.0,15.6,13.8,Small (<2 ft),Moderate (3-19 mph)
25677,2021,7,6,14,40,4.2,6.4,1.3,13.79,6.5,207,1015.4,15.7,13.8,Small (<2 ft),Moderate (3-19 mph)
25683,2021,7,6,15,40,5.0,6.8,1.34,16.0,6.67,175,1015.2,15.9,13.9,Small (<2 ft),Moderate (3-19 mph)
25689,2021,7,6,16,40,5.1,6.8,1.32,14.81,6.39,180,1015.4,16.0,14.2,Small (<2 ft),Moderate (3-19 mph)
25695,2021,7,6,17,40,3.6,6.2,1.31,13.79,6.16,215,1015.2,16.0,14.1,Small (<2 ft),Moderate (3-19 mph)
25701,2021,7,6,18,40,5.0,6.5,1.22,16.0,5.97,196,1014.8,16.2,14.1,Small (<2 ft),Moderate (3-19 mph)
25707,2021,7,6,19,40,6.5,8.2,1.33,16.0,5.87,198,1014.1,16.2,14.1,Small (<2 ft),Moderate (3-19 mph)
25713,2021,7,6,20,40,6.3,8.1,1.38,14.81,5.97,211,1013.8,16.4,14.4,Small (<2 ft),Moderate (3-19 mph)
25719,2021,7,6,21,40,6.0,7.5,1.43,13.79,6.02,220,1013.4,16.6,14.4,Small (<2 ft),Moderate (3-19 mph)
25725,2021,7,6,22,40,6.5,8.4,1.34,13.79,6.02,239,1012.4,16.7,14.4,Small (<2 ft),Moderate (3-19 mph)
25731,2021,7,6,23,40,6.2,7.6,1.28,16.0,5.46,206,1011.8,17.0,14.9,Small (<2 ft),Moderate (3-19 mph)
25737,2021,7,7,0,40,5.8,7.2,1.3,7.14,5.76,285,1011.3,16.9,15.0,Small (<2 ft),Moderate (3-19 mph)
25743,2021,7,7,1,40,5.8,7.0,1.32,16.0,6.08,197,1011.2,17.1,15.2,Small (<2 ft),Moderate (3-19 mph)
25749,2021,7,7,2,40,5.6,7.2,1.39,12.9,6.07,280,1011.3,17.4,15.5,Small (<2 ft),Moderate (3-19 mph)
25755,2021,7,7,3,40,4.2,5.4,1.43,12.9,6.33,289,1011.4,17.7,15.7,Small (<2 ft),Moderate (3-19 mph)
25761,2021,7,7,4,40,2.8,4.9,1.57,12.9,6.66,276,1012.0,17.4,15.1,Small (<2 ft),Ideal(<3 mph)
25767,2021,7,7,5,40,4.3,5.4,1.49,12.9,6.37,264,1012.2,17.2,15.4,Small (<2 ft),Moderate (3-19 mph)
25773,2021,7,7,6,40,4.3,5.5,1.42,12.9,6.3,255,1012.0,16.9,14.7,Small (<2 ft),Moderate (3-19 mph)
25779,2021,7,7,7,40,2.5,3.9,1.36,14.81,6.76,165,1011.9,16.4,14.4,Small (<2 ft),Ideal(<3 mph)
25785,2021,7,7,8,40,2.0,4.2,1.46,16.0,6.57,168,1011.4,16.4,14.2,Small (<2 ft),Ideal(<3 mph)
25791,2021,7,7,9,40,0.3,1.8,1.48,7.14,6.81,290,1011.1,16.4,14.2,Small (<2 ft),Ideal(<3 mph)
25797,2021,7,7,10,40,2.3,3.8,1.54,7.14,6.77,288,1010.7,16.4,14.3,Small (<2 ft),Ideal(<3 mph)
25803,2021,7,7,11,40,1.3,2.6,1.62,7.14,7.22,292,1010.6,16.3,14.0,Small (<2 ft),Ideal(<3 mph)
25809,2021,7,7,12,40,1.5,2.4,1.65,7.14,7.21,286,1011.1,16.1,13.7,Small (<2 ft),Ideal(<3 mph)
25815,2021,7,7,13,40,2.7,3.8,1.48,14.81,7.12,187,1011.2,15.9,13.6,Small (<2 ft),Ideal(<3 mph)
25821,2021,7,7,14,40,1.2,2.8,1.51,12.12,7.21,258,1011.5,15.8,13.5,Small (<2 ft),Ideal(<3 mph)
25827,2021,7,7,15,40,0.3,1.5,1.51,8.33,7.15,289,1011.6,16.0,13.7,Small (<2 ft),Ideal(<3 mph)
25833,2021,7,7,16,40,1.5,2.9,1.72,7.69,7.37,288,1011.5,16.2,14.0,Small (<2 ft),Ideal(<3 mph)
25839,2021,7,7,17,40,1.1,2.2,1.85,8.33,7.42,283,1011.4,16.4,14.2,Small (<2 ft),Ideal(<3 mph)
25845,2021,7,7,18,40,1.4,2.3,1.78,9.09,7.41,285,1011.1,16.4,14.1,Small (<2 ft),Ideal(<3 mph)
25851,2021,7,7,19,40,2.0,3.1,1.65,9.09,7.44,283,1011.0,16.8,14.3,Small (<2 ft),Ideal(<3 mph)
25857,2021,7,7,20,40,1.8,2.8,1.55,9.09,7.03,278,1010.6,16.9,14.5,Small (<2 ft),Ideal(<3 mph)
25863,2021,7,7,21,40,3.0,4.0,1.68,8.33,7.36,279,1010.2,17.0,14.8,Small (<2 ft),Ideal(<3 mph)
25869,2021,7,7,22,40,2.9,4.6,1.64,8.33,7.37,284,1009.8,17.0,14.8,Small (<2 ft),Ideal(<3 mph)
25875,2021,7,7,23,40,3.0,4.2,1.52,10.0,7.54,275,1009.5,17.2,15.3,Small (<2 ft),Ideal(<3 mph)
25881,2021,7,8,0,40,3.8,5.0,1.58,9.09,7.48,289,1009.0,17.3,15.6,Small (<2 ft),Moderate (3-19 mph)
25887,2021,7,8,1,40,5.0,6.6,1.61,9.09,7.62,288,1008.5,17.1,15.6,Small (<2 ft),Moderate (3-19 mph)
