beach_id,Beach_Name,Latitude,Longitude,Sunrise,Sunset,Weather_Description,Temperature,Water_Temperature,Cloud_Cover,Wind_Speed,Wave_Height
161,"1,000 Steps Beach",33.4985416,-117.7414247,6:26 AM,4:46 PM,Clear,60,59,0,10,2
162,Salt Creek County Beach,33.47769283,-117.7226023,6:26 AM,4:46 PM,Clear,60,59,0,10,2
163,Doheny State Beach,33.46287214,-117.6873259,6:26 AM,4:46 PM,Clear,60,59,0,10,2
164,Capistrano Beach Park,33.45614113,-117.6676277,6:26 AM,4:46 PM,Clear,60,59,0,10,2
165,Beach State Park,33.45460429,-117.6692246,6:26 AM,4:46 PM,Clear,60,59,0,10,2
166,Poche Beach,33.44156743,-117.64617,6:25 AM,4:46 PM,Clear,60,59,0,10,2
167,San Clemente City Beach,33.42782296,-117.6280388,6:25 AM,4:46 PM,Clear,60,59,0,10,2
168,San Clemente State Beach,33.40365884,-117.6048362,6:25 AM,4:46 PM,Clear,60,59,0,10,2
169,San Onofre State Beach,33.37388206,-117.5662879,6:25 AM,4:46 PM,Clear,60,59,0,10,2
170,"Del Mar Beach, Camp Pendleton",33.22066881,-117.4072513,6:24 AM,4:45 PM,Clear,60,59,0,8,3
171,Oceanside Harbor Beach,33.204828,-117.394755,6:24 AM,4:45 PM,Clear,60,59,0,8,3
172,Oceanside City Beach,33.19538512,-117.3857032,6:24 AM,4:45 PM,Clear,60,59,0,8,3
173,"Buccaneer Beach, Oceanside",33.17851501,-117.3703371,6:24 AM,4:45 PM,Clear,60,59,0,8,3
174,South Oceanside Beach (Cassidy Street),33.17311454,-117.3655589,6:24 AM,4:45 PM,Clear,60,59,0,8,3
175,Saint Malo Beach,33.16615726,-117.360099,6:24 AM,4:45 PM,Clear,60,59,0,8,3
176,Carlsbad City Beach,33.15757212,-117.3532021,6:24 AM,4:45 PM,Clear,60,59,0,8,3
177,Carlsbad State Beach,33.15031883,-117.3487623,6:24 AM,4:45 PM,Clear,60,59,0,8,3
178,Terra Mar Point,33.12822917,-117.3335735,6:24 AM,4:45 PM,Clear,60,59,0,8,3
179,Ponto Beach,33.10747125,-117.3218329,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
180,South Carlsbad State Beach,33.10359124,-117.3199447,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
181,Grandview,33.07705649,-117.3110183,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
182,Beacon's Beach,33.07691959,-117.3099082,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
183,Stone Steps Beach,33.05364974,-117.3011103,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
184,Moonlight Beach,33.0493509,-117.298868,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
185,D Street Viewpoint,33.04570416,-117.2974281,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
186,Swamis,33.03502813,-117.2929205,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
187,San Elijo State Beach,33.02257902,-117.2842516,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
188,Cardiff State Beach,33.01050606,-117.27963,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
189,Tide Beach Park,32.99686572,-117.2764543,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
190,Fletcher Cove Park,32.99089067,-117.2752956,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
191,Seascape Surf,32.98567586,-117.2729118,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
192,Del Mar City Beach,32.97695929,-117.269502,6:24 AM,4:45 PM,Clear,61,59,0,7,3.3
193,Torrey Pines State Beach,32.93778126,-117.2617343,6:23 AM,4:45 PM,Clear,61,59,0,4,3.3
194,Black's Beach,32.89147257,-117.2559886,6:23 AM,4:45 PM,Clear,61,59,0,4,3.3
195,La Jolla Shores,32.88563453,-117.2535424,6:23 AM,4:45 PM,Clear,61,59,0,4,3.3
196,La Jolla Cove,32.85038249,-117.2730244,6:23 AM,4:45 PM,Clear,61,59,0,4,3.3
197,Marine Street Beach,32.83785649,-117.2816841,6:23 AM,4:45 PM,Clear,61,59,0,4,3.3
198,Windansea Beach,32.83123002,-117.2813634,6:23 AM,4:45 PM,Clear,61,59,0,4,3.3
199,Tourmaline Surfing Park,32.80545903,-117.2625367,6:23 AM,4:46 PM,Clear,61,59,0,4,3.3
200,Pacific Beach,32.79393428,-117.2568115,6:23 AM,4:46 PM,Clear,61,59,0,4,3.3
201,Mission Beach,32.77304026,-117.25171,6:23 AM,4:46 PM,Clear,61,59,0,4,3.3
202,Ocean Beach City Beach,32.74163262,-117.2544577,6:23 AM,4:46 PM,Clear,61,59,0,4,3.3
203,Coronado Municipal Beach,32.68946424,-117.1868348,6:22 AM,4:45 PM,Clear,61,58,0,3,3.9
204,Silver Strand State Beach,32.63466425,-117.1419929,6:22 AM,4:45 PM,Clear,61,58,0,3,3.9
205,Imperial Beach,32.57583119,-117.1265769,6:22 AM,4:45 PM,Clear,61,58,0,3,3.9
