Beach_ID,Beach_Name,Latitude,Longitude,Sunrise,Sunset,Weather_Description,Temperature,Water_Temperature,Cloud_Cover,Wind_Speed,Wave_Height
231,Fletcher Cove Park,32.99089067,-117.2752956,07:09 AM,05:57 PM,Overcast,63,68,100,15,2.6
232,Seascape Surf,32.98567586,-117.2729118,07:09 AM,05:57 PM,Overcast,63,68,100,15,2.6
233,Del Mar City Beach,32.97695929,-117.269502,07:09 AM,05:57 PM,Overcast,63,68,100,15,2.6
234,Torrey Pines State Beach,32.93778126,-117.2617343,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
235,Black's Beach,32.89147257,-117.2559886,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
236,La Jolla Shores,32.88563453,-117.2535424,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
237,La Jolla Cove,32.85038249,-117.2730244,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
238,Shell Beach,35.17215991,-120.70133,07:26 AM,06:07 PM,Partly cloudy,53,52,58,9,5.6
239,Children's Pool Beach,32.84769091,-117.2781184,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
240,Marine Street Beach,32.83785649,-117.2816841,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
241,Windansea Beach,32.83123002,-117.2813634,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
242,La Jolla Strand Park,32.86158261,-117.2560868,07:08 AM,05:57 PM,Patchy rain possible,62,67,71,11,2.6
243,Tourmaline Surfing Park,32.80545903,-117.2625367,07:08 AM,05:57 PM,Patchy rain possible,62,67,76,11,2.6
244,Pacific Beach,32.79393428,-117.2568115,07:08 AM,05:57 PM,Patchy rain possible,62,67,76,11,2.6
245,Mission Beach,32.77304026,-117.25171,07:08 AM,05:57 PM,Patchy rain possible,62,67,76,11,2.6
246,Ocean Beach City Beach,32.74163262,-117.2544577,07:08 AM,05:57 PM,Patchy rain possible,62,67,76,11,2.6
247,Coronado Municipal Beach,32.68946424,-117.1868348,07:07 AM,05:57 PM,Patchy rain possible,62,67,76,12,3.0
248,Silver Strand State Beach,32.63466425,-117.1419929,07:07 AM,05:57 PM,Patchy rain possible,62,67,73,12,3.0
